id,artist,album,title,recording_condition,midi_filepath,mp3_filepath,youtube_url,duration_sec,performance_start_sec,performance_end_sec,split,acoust_id,mb_album_id,mb_artist_id,mb_track_id,mb_recording_id,agreement,discogs_idx
2477,Gene Harris,"The Maybeck Recital Series, Vol. 23","Elephant Blossom Blues - Live At Maybeck Recital Hall, Berkeley, CA  1993",live,"data/midi/live/Gene Harris/The Maybeck Recital Series, Vol. 23/Elephant Blossom Blues - Live At Maybeck Recital Hall, Berkeley, CA  1993.midi","data/audio/live/Gene Harris/The Maybeck Recital Series, Vol. 23/Elephant Blossom Blues - Live At Maybeck Recital Hall, Berkeley, CA  1993.mp3",https://www.youtube.com/watch?v=zxLgAPkr5uw,282.504,0,265,train,ce9e50fc-cd1d-49e2-a0c4-33009d32f270,356e00bb-e14d-4915-ab15-7d741b17edcd,1dbdc230-fe9c-4d71-b72e-88ba98800167,71a56f0b-4eb6-350c-855d-928d430978ae,414beace-ca51-4feb-a1f9-d3d436d0453a,0.8999507146377527,257
1488,Barry Harris,Listen To Barry Harris...Solo Piano (Reissue),Mutattra,studio,data/midi/studio/Barry Harris/Listen To Barry Harris...Solo Piano (Reissue)/Mutattra.midi,data/audio/studio/Barry Harris/Listen To Barry Harris...Solo Piano (Reissue)/Mutattra.mp3,https://www.youtube.com/watch?v=pSg4126iHvA,195.0,0,195,train,ce9723e3-697c-4721-9f2b-c784d1a70daf,ec8097ac-1e64-47ca-9d75-d5c3e118542b,413ad03f-d419-43f8-90e2-c24306b965fe,984f438c-9bdd-488f-8e06-686afda10d85,d3cb2a0b-3f91-45ec-b0ac-49027e5fdbc0,0.925811965811966,68
2703,John Colianni,"The Maybeck Recital Series, Vol. 37","Heart Shaped Box - Live At Maybeck Recital Hall, Berkeley, CA  November 14-16, 1994",live,"data/midi/live/John Colianni/The Maybeck Recital Series, Vol. 37/Heart Shaped Box - Live At Maybeck Recital Hall, Berkeley, CA  November 14-16, 1994.midi","data/audio/live/John Colianni/The Maybeck Recital Series, Vol. 37/Heart Shaped Box - Live At Maybeck Recital Hall, Berkeley, CA  November 14-16, 1994.mp3",https://www.youtube.com/watch?v=YZsqprO-_Lw,236.568,0,221,val,,,,,,0.8903914590747332,73
1041,Eldar Djangirov,Letter to Liz,Sophisticated Lady,studio,data/midi/studio/Eldar Djangirov/Letter to Liz/Sophisticated Lady.midi,data/audio/studio/Eldar Djangirov/Letter to Liz/Sophisticated Lady.mp3,https://www.youtube.com/watch?v=QA-BaR99cZA,363.96,0,364,train,,,,,,0.8641377454936777,158
2392,Edward Simon,Solo Live,Country,live,data/midi/live/Edward Simon/Solo Live/Country.midi,data/audio/live/Edward Simon/Solo Live/Country.mp3,https://www.youtube.com/watch?v=h3OuGVqgTLE,509.592,0,488,train,,,,,,0.9222701316862836,130
1590,Jed Distler,Quiet Now,Warm Valley,studio,data/midi/studio/Jed Distler/Quiet Now/Warm Valley.midi,data/audio/studio/Jed Distler/Quiet Now/Warm Valley.mp3,https://www.youtube.com/watch?v=dagyTA0S-GE,271.224,0,271,train,,,,,,0.9255874673629244,93
443,Andy Laverne,Tadd's Delight,If You Could See Me Now,studio,data/midi/studio/Andy Laverne/Tadd's Delight/If You Could See Me Now.midi,data/audio/studio/Andy Laverne/Tadd's Delight/If You Could See Me Now.mp3,https://www.youtube.com/watch?v=0lUR1oAKeQ8,364.416,0,364,train,8077b088-bf6f-4935-a649-ba1bfdc5538e,a8ca6fa7-b561-4799-9b2e-ceae5efa48be,e88ae791-cd20-4298-943a-66fd6d222698,4d092940-8025-46f8-9a5f-6f340f802dc2,0e0fbfe5-7fd0-4518-a2cb-124d4dfc2918,0.9164239300918664,140
1229,Tete Montoliu,Yellow Dolphin Street,Napoleon,studio,data/midi/studio/Tete Montoliu/Yellow Dolphin Street/Napoleon.midi,data/audio/studio/Tete Montoliu/Yellow Dolphin Street/Napoleon.mp3,https://www.youtube.com/watch?v=8sMokyUItho,237.24,0,237,train,93c3398e-aec5-4446-9ee6-8661664c875b,fdc99fea-265b-4169-b869-0b4947983d82,769d402e-20c3-40ec-8369-86fe8120bce8,b833ffe6-1e70-43a7-b0fd-7277a201eb2a,8dc51c6b-a007-403c-8727-a070ac705cf4,0.9493883425281844,43
2229,Keith Jarrett,Paris  London (Testament),"Pt. V - Salle Pleyel, Paris - Live",live,"data/midi/live/Keith Jarrett/Paris  London (Testament)/Pt. V - Salle Pleyel, Paris - Live.midi","data/audio/live/Keith Jarrett/Paris  London (Testament)/Pt. V - Salle Pleyel, Paris - Live.mp3",https://www.youtube.com/watch?v=H5PbP3ZOMyU,525.864,0,480,train,,,,,,0.8956195244055069,71
354,Michel Legrand,"Oscar, With Love -  The Songs of Oscar Peterson",Harcourt Nights,studio,"data/midi/studio/Michel Legrand/Oscar, With Love -  The Songs of Oscar Peterson/Harcourt Nights.midi","data/audio/studio/Michel Legrand/Oscar, With Love -  The Songs of Oscar Peterson/Harcourt Nights.mp3",https://www.youtube.com/watch?v=GkEtRtBC2gs,479.28,0,479,train,,,,,,0.9205397301349324,216
1418,Oscar Peterson,1951,Night And Day,studio,data/midi/studio/Oscar Peterson/1951/Night And Day.midi,data/audio/studio/Oscar Peterson/1951/Night And Day.mp3,https://www.youtube.com/watch?v=d5KBV1yio6Q,221.136,0,221,train,21e7a2f1-1420-4994-bc5c-d154538b9267,716d857a-d921-4c5b-b12f-db98f1f04839,ed801bdd-f057-41c0-94fb-76cb5676cd59,0325916b-7306-3af0-9b42-55dc30fc14dd,a06b2737-049c-4f10-9f15-14baf905705e,0.8370084110025007,190
1159,Gonzalo Rubalcaba,Fé,Oro,studio,data/midi/studio/Gonzalo Rubalcaba/Fé/Oro.midi,data/audio/studio/Gonzalo Rubalcaba/Fé/Oro.mp3,https://www.youtube.com/watch?v=8gyV78hjZ0o,332.904,0,333,train,588ee680-3335-468c-bc21-663587259fa4,5766ac4b-3ba4-47aa-b622-5c5df7476477,70053535-a3ae-4aad-a6cd-68c55085b843,17a31bb5-849d-492a-9bf3-eec0a4153ea8,a2a30451-dbdc-450f-a114-43b216c97344,0.966784765279008,39
929,Eldar Djangirov,Three Stories,Etude Op. 2 No. 1,studio,data/midi/studio/Eldar Djangirov/Three Stories/Etude Op. 2 No. 1.midi,data/audio/studio/Eldar Djangirov/Three Stories/Etude Op. 2 No. 1.mp3,https://www.youtube.com/watch?v=Ur3p6o8Fe2c,349.584,0,349,train,d007e397-27f0-46fc-9975-484a8c997c48,740af61d-d7e3-4bb0-a9cf-f5958cffe73a,96776df9-9167-4ff8-af7b-4d9036c431c8,5f46dfa0-b58b-3381-b283-0c846e9ae960,bc6da651-b5b2-4015-a97d-df861bec0888,0.928380874204802,168
1360,Jason Moran,Modernistic,Auf Einer BurgIn A Fortress,studio,data/midi/studio/Jason Moran/Modernistic/Auf Einer BurgIn A Fortress.midi,data/audio/studio/Jason Moran/Modernistic/Auf Einer BurgIn A Fortress.mp3,https://www.youtube.com/watch?v=WZwEioHsYjo,259.176,0,259,train,a053327c-5b53-49df-8a1c-3550342624d9,1a6aa4a7-b270-4afb-85fa-cadd0fe060aa,2f97f8ef-1bd6-439e-b725-c65081d12d86,d5cb0f20-da9e-3ae9-96ad-643fd9291379,dd7327e5-8361-4fe3-9ade-201111acd789,0.9420442571127502,141
2505,Chick Corea,Solo Piano -  Portraits,Portrait 1 – Krakow,live,data/midi/live/Chick Corea/Solo Piano -  Portraits/Portrait 1 – Krakow.midi,data/audio/live/Chick Corea/Solo Piano -  Portraits/Portrait 1 – Krakow.mp3,https://www.youtube.com/watch?v=ewasCgIs1F4,144.768,0,119,train,7a79556c-d168-4e86-9291-11087211d728,0b50a12d-4f2b-4b7d-a1f5-0e3e969c2820,8446fcca-109e-4c6d-a2ff-5a269b32b4c2,e92f23b4-a3ba-40a5-8081-4052a73db810,8115089d-1dd5-4701-bde1-5935031af546,0.9530315969257044,4
748,Abdullah Ibrahim,Ode to Duke Ellington (At Duke's Place),What Really Happened in the Cornfields Is That the Birds Made Music All the Day and so I Let a Song Go out of My Heart at Duke's Place,studio,data/midi/studio/Abdullah Ibrahim/Ode to Duke Ellington (At Duke's Place)/What Really Happened in the Cornfields Is That the Birds Made Music All the Day and so I Let a Song Go out of My Heart at Duke's Place.midi,data/audio/studio/Abdullah Ibrahim/Ode to Duke Ellington (At Duke's Place)/What Really Happened in the Cornfields Is That the Birds Made Music All the Day and so I Let a Song Go out of My Heart at Duke's Place.mp3,https://www.youtube.com/watch?v=D_jIJ7r3kEw,393.696,0,393,train,fb7f53f4-56f3-4148-8273-bc0ed50fb4b2,6d3733e3-4424-474a-8e91-f515a82a7d79,fd64e185-9973-44d5-ad09-5d5562804292,2e4d46cd-a486-3e31-a74e-22e2885b4889,85b7531b-8779-4ff2-8f0b-8d75109d4c1c,0.3972780298120544,135
834,Mary Lou Williams,Piano Solos,The Man I Love,studio,data/midi/studio/Mary Lou Williams/Piano Solos/The Man I Love.midi,data/audio/studio/Mary Lou Williams/Piano Solos/The Man I Love.mp3,https://www.youtube.com/watch?v=lSMr6XixfB4,143.304,0,143,train,,,,,,0.7616606868272682,231
1818,Michel Petrucciani,Promenade With Duke,Hidden Joy,studio,data/midi/studio/Michel Petrucciani/Promenade With Duke/Hidden Joy.midi,data/audio/studio/Michel Petrucciani/Promenade With Duke/Hidden Joy.mp3,https://www.youtube.com/watch?v=h3A2xvI6zU4,480.84,0,480,val,b2c9fe7c-6425-40f6-8e1c-500fa96af671,e0dd6281-bb68-49d4-968f-717a23f08a73,2b75141c-05e9-42eb-ae63-6695d86cdc19,d8183b69-5520-4d1b-80f8-57b4e077e570,24f84f04-dd45-44ed-9420-e9c7728554b3,0.9526627218934912,111
2243,Fred Hersch,Let Yourself Go (Live at Jordan Hall),Black Is the Color  Theme from 'Spartacus' - Live,live,data/midi/live/Fred Hersch/Let Yourself Go (Live at Jordan Hall)/Black Is the Color  Theme from 'Spartacus' - Live.midi,data/audio/live/Fred Hersch/Let Yourself Go (Live at Jordan Hall)/Black Is the Color  Theme from 'Spartacus' - Live.mp3,https://www.youtube.com/watch?v=9rn12IwADHo,487.032,0,467,train,c6141055-6c2d-4963-a6a7-0c6800aaf6bd,e5fac8b1-4e0d-46cf-8298-7f954b921fc1,f573100a-b05b-4286-83f0-5620adf73695,87e662d0-2fc8-3472-a78f-2a320f7ed621,2baa75be-6e8d-4885-8d0f-dd7bd848642d,0.8883569096844396,40
2060,Mike Wofford,"The Maybeck Recital Series, Vol. 18","Stablemates - Live At Maybeck Recital Hall, Berkeley, CA  September 29, 1991",live,"data/midi/live/Mike Wofford/The Maybeck Recital Series, Vol. 18/Stablemates - Live At Maybeck Recital Hall, Berkeley, CA  September 29, 1991.midi","data/audio/live/Mike Wofford/The Maybeck Recital Series, Vol. 18/Stablemates - Live At Maybeck Recital Hall, Berkeley, CA  September 29, 1991.mp3",https://www.youtube.com/watch?v=8-JgLre1qCA,364.224,0,354,train,8181f0a1-80f8-4249-aeef-7b39e18da062,6cda09f9-746a-4151-924d-ff21e7b7582e,4ac2cd2f-3493-4136-8e3f-b003baed2b9b,d7d099aa-3bec-35f4-8902-e8a56f78bc0f,dee92451-d4bb-4451-a792-4ecc7cfe8f59,0.8563594821020564,34
650,Cedar Walton,Blues For Myself (Piano Solo),Blues For Myself,studio,data/midi/studio/Cedar Walton/Blues For Myself (Piano Solo)/Blues For Myself.midi,data/audio/studio/Cedar Walton/Blues For Myself (Piano Solo)/Blues For Myself.mp3,https://www.youtube.com/watch?v=FtdkCENBLpg,234.552,0,234,train,5a32efe0-9e70-43f3-a914-7071f2fa04f2,c53ef91a-5bde-40ae-af2d-ee84d0374f72,115474d3-9d44-4c96-b5d0-00891187c6e8,4d0342d0-1b0b-433c-b06f-d5a0ff7e07e5,0724cabb-70ad-42d2-a7ff-5da2c6e724ec,0.919920205186663,164
2547,Buddy Montgomery,"The Maybeck Recital Series, Vol. 15","Since I Fell For You - Live At Maybeck Recital Hall, Berkeley, CA  1991",live,"data/midi/live/Buddy Montgomery/The Maybeck Recital Series, Vol. 15/Since I Fell For You - Live At Maybeck Recital Hall, Berkeley, CA  1991.midi","data/audio/live/Buddy Montgomery/The Maybeck Recital Series, Vol. 15/Since I Fell For You - Live At Maybeck Recital Hall, Berkeley, CA  1991.mp3",https://www.youtube.com/watch?v=FaCETrvB-94,326.784,14,318,train,d8490a3a-385d-4e0f-8f35-8a15f30312e8,482d7c26-0b87-4a25-89c9-774485c92fec,383e1902-c204-4cb9-a6b1-16089e8216a1,50fb439e-4481-328c-99b0-894b1249bb73,9b6d16e3-a61c-487a-870e-ca473fb45bf1,0.8927911275415897,202
1786,Gerald Clayton,"Oscar, With Love -  The Songs of Oscar Peterson",Hymn to Freedom,studio,"data/midi/studio/Gerald Clayton/Oscar, With Love -  The Songs of Oscar Peterson/Hymn to Freedom.midi","data/audio/studio/Gerald Clayton/Oscar, With Love -  The Songs of Oscar Peterson/Hymn to Freedom.mp3",https://www.youtube.com/watch?v=gcPzb3yoSfg,318.696,0,318,test,4ec832d9-957e-48de-82a9-fad55657c715,bf9c8997-593a-4a43-a617-03136dc5a903,795071f0-f110-41c8-aaee-f5ea7f460a4d,5a143bbc-2451-40e9-8864-222bbe9b75cb,2f33350c-9260-4605-a978-dd1bf7ba8265,0.8661532819948662,148
282,Hank Jones,Handful Of Keys,The Jitterbug Waltz - Instrumental,studio,data/midi/studio/Hank Jones/Handful Of Keys/The Jitterbug Waltz - Instrumental.midi,data/audio/studio/Hank Jones/Handful Of Keys/The Jitterbug Waltz - Instrumental.mp3,https://www.youtube.com/watch?v=Ighi22ncst8,219.864,0,219,train,2cfa7a29-ecce-496d-b49f-7b25c684b370,3836130b-cdca-4ea2-93b7-b95ba5ec6896,80d610fe-7771-4226-aa9b-950944791698,d09f1119-e7c6-32c0-a957-c3ff15d4aeeb,54fac1bb-004d-47f3-8302-b9ae08f62572,0.8946823918890957,128
1134,Dick Hyman,Century Of Jazz Piano 5cd+dvd,How High The Moon,studio,data/midi/studio/Dick Hyman/Century Of Jazz Piano 5cd+dvd/How High The Moon.midi,data/audio/studio/Dick Hyman/Century Of Jazz Piano 5cd+dvd/How High The Moon.mp3,https://www.youtube.com/watch?v=J-W1YDNBHxY,193.416,0,193,train,2d474867-b57f-400e-b4ff-da21cc788ca4,6ee1cbf7-67c4-48c6-926e-52248b4c95f3,dab1ad75-3ea3-4071-91c4-7a66475599d4,5046bcb2-1ee0-42db-bd99-51f8a861075f,937fd01d-2ebd-40b7-affe-c42fdb95949a,0.925826028320971,121
544,Jed Distler,Quiet Now,Your Story,studio,data/midi/studio/Jed Distler/Quiet Now/Your Story.midi,data/audio/studio/Jed Distler/Quiet Now/Your Story.mp3,https://www.youtube.com/watch?v=tFBCVJDqEFU,223.152,0,223,train,,,,,,0.8986812479897074,93
543,Adam Birnbaum,Steinway Standards,Bluesette,studio,data/midi/studio/Adam Birnbaum/Steinway Standards/Bluesette.midi,data/audio/studio/Adam Birnbaum/Steinway Standards/Bluesette.mp3,https://www.youtube.com/watch?v=cK1A2P8nYio,245.52,0,245,train,,,,,,0.951004016064257,142
318,Mitchel Forman,Lost and Found,Jeru,studio,data/midi/studio/Mitchel Forman/Lost and Found/Jeru.midi,data/audio/studio/Mitchel Forman/Lost and Found/Jeru.mp3,https://www.youtube.com/watch?v=mjCX8e4p8bw,150.984,0,151,train,,,,,,0.8717948717948718,196
676,Andy Laverne,Tadd's Delight,Hot House,studio,data/midi/studio/Andy Laverne/Tadd's Delight/Hot House.midi,data/audio/studio/Andy Laverne/Tadd's Delight/Hot House.mp3,https://www.youtube.com/watch?v=X5vo-A2oBMo,189.36,0,189,train,d09ea80c-3fd3-4ef4-9534-672725e37453,a8ca6fa7-b561-4799-9b2e-ceae5efa48be,e88ae791-cd20-4298-943a-66fd6d222698,bca3761c-3bf9-4da5-809b-9f6aaf156ddd,faa2515a-0833-4cb5-b2b2-defde14140aa,0.8893756845564075,140
1237,Dick Hyman,Century Of Jazz Piano 5cd+dvd,Heliotrope Bouquet,studio,data/midi/studio/Dick Hyman/Century Of Jazz Piano 5cd+dvd/Heliotrope Bouquet.midi,data/audio/studio/Dick Hyman/Century Of Jazz Piano 5cd+dvd/Heliotrope Bouquet.mp3,https://www.youtube.com/watch?v=SUGBT_8dQNQ,327.48,0,327,train,,,,,,0.9392587508579272,121
2184,Andy Laverne,"The Maybeck Recital Series, Vol. 28","Impression For Piano - Live At Maybeck Recital Hall, Berkeley, CA  April 18, 1993",live,"data/midi/live/Andy Laverne/The Maybeck Recital Series, Vol. 28/Impression For Piano - Live At Maybeck Recital Hall, Berkeley, CA  April 18, 1993.midi","data/audio/live/Andy Laverne/The Maybeck Recital Series, Vol. 28/Impression For Piano - Live At Maybeck Recital Hall, Berkeley, CA  April 18, 1993.mp3",https://www.youtube.com/watch?v=mj8HVtQ6Og0,320.832,0,308,train,14364092-565b-4105-8f74-e598f07dbdbd,30193593-b13c-4bd1-9d3a-4cec88721e7e,e88ae791-cd20-4298-943a-66fd6d222698,4eaa39ff-01e3-3b48-b721-5aa2fb5a6617,671019ab-fc4e-4be3-86da-cc575f8c82dc,0.9143539242017308,102
1600,Dick Hyman,Century Of Jazz Piano 5cd+dvd,In The Fullness Of Time,studio,data/midi/studio/Dick Hyman/Century Of Jazz Piano 5cd+dvd/In The Fullness Of Time.midi,data/audio/studio/Dick Hyman/Century Of Jazz Piano 5cd+dvd/In The Fullness Of Time.mp3,https://www.youtube.com/watch?v=jsVWWpCqbYc,203.424,0,203,test,2f04280f-90cd-4569-97fa-c28435dfcad4,6ee1cbf7-67c4-48c6-926e-52248b4c95f3,dab1ad75-3ea3-4071-91c4-7a66475599d4,94b89125-c337-46d6-8c5b-7f4f454d2cb7,feea3c7f-da54-4045-8fd8-e43dd5bca81f,0.8785508439687115,121
1586,Fred Hersch,Thelonious -  Fred Hersch Plays Monk,Think of One,studio,data/midi/studio/Fred Hersch/Thelonious -  Fred Hersch Plays Monk/Think of One.midi,data/audio/studio/Fred Hersch/Thelonious -  Fred Hersch Plays Monk/Think of One.mp3,https://www.youtube.com/watch?v=_sQM-fTy9l0,190.152,0,190,train,065c2fcd-1295-46c6-9372-9ecfb0c31f42,dba40576-a6fe-4c89-99e7-d74a15c683b1,f573100a-b05b-4286-83f0-5620adf73695,45051bdd-7686-35c2-a881-ff38414be04c,4acbb469-20cf-45e7-abe2-2a0502c02055,0.9253447456015216,159
819,Andy Laverne,Tadd's Delight,The Scene Is Clean,studio,data/midi/studio/Andy Laverne/Tadd's Delight/The Scene Is Clean.midi,data/audio/studio/Andy Laverne/Tadd's Delight/The Scene Is Clean.mp3,https://www.youtube.com/watch?v=dRy_pFiSML0,356.832,0,356,train,6ea12770-31e0-4da6-bd8b-caa21122c509,a8ca6fa7-b561-4799-9b2e-ceae5efa48be,e88ae791-cd20-4298-943a-66fd6d222698,259ac017-3fd7-4ff6-af7a-1af23569886c,7457ade8-f6f9-4ed0-b75e-00fc1ca5dcb1,0.9215121857608904,140
1151,Dick Hyman,Century Of Jazz Piano 5cd+dvd,It's Only A Paper Moon,studio,data/midi/studio/Dick Hyman/Century Of Jazz Piano 5cd+dvd/It's Only A Paper Moon.midi,data/audio/studio/Dick Hyman/Century Of Jazz Piano 5cd+dvd/It's Only A Paper Moon.mp3,https://www.youtube.com/watch?v=4PkcGBFPGQY,99.432,0,99,train,2d0fe7da-5de8-460e-bbce-5b43ea71b817,6ee1cbf7-67c4-48c6-926e-52248b4c95f3,dab1ad75-3ea3-4071-91c4-7a66475599d4,dde9c99a-0e14-4ec3-a453-67e440b0b38a,66806b9d-a5c9-453c-b55b-47ff48b0172f,0.940354147250699,121
1036,Eric Reed,Mercy and Grace,Gotta Travel On,studio,data/midi/studio/Eric Reed/Mercy and Grace/Gotta Travel On.midi,data/audio/studio/Eric Reed/Mercy and Grace/Gotta Travel On.mp3,https://www.youtube.com/watch?v=zgiR5lRzzxQ,264.696,0,264,train,,,,,,0.8817477748237198,103
2723,Marian McPartland,Live At Maybeck Recital Hall,"The Duke - Live At Maybeck Recital Hall, Berkeley, CA  January 20, 1991",live,"data/midi/live/Marian McPartland/Live At Maybeck Recital Hall/The Duke - Live At Maybeck Recital Hall, Berkeley, CA  January 20, 1991.midi","data/audio/live/Marian McPartland/Live At Maybeck Recital Hall/The Duke - Live At Maybeck Recital Hall, Berkeley, CA  January 20, 1991.mp3",https://www.youtube.com/watch?v=G9pWp-49W2E,266.232,0,251,val,04d8e6df-8060-4aa2-8d59-3b2c79ed5e5f,67781731-eb7f-42e9-8bb7-ea1cc7bda2b9,8833389f-b7fa-47f4-affe-f2e96d056dc2,c3beeec2-c489-31f3-9894-2f667144e748,af95c1ce-6689-4701-9890-ec81a748ba18,0.9471865745310958,188
233,Oscar Peterson,Marian McPartland's Piano Jazz Radio Broadcast,Old Folks,studio,data/midi/studio/Oscar Peterson/Marian McPartland's Piano Jazz Radio Broadcast/Old Folks.midi,data/audio/studio/Oscar Peterson/Marian McPartland's Piano Jazz Radio Broadcast/Old Folks.mp3,https://www.youtube.com/watch?v=VlRRXHlcgkE,210.456,0,210,train,1ea55b1d-5624-4744-8898-9ec112f8a8f9,e22fdadf-72c1-481b-8398-b0dd79093b44,ed801bdd-f057-41c0-94fb-76cb5676cd59,4e90c67d-c8e0-3f80-9aa8-9d681cdb677c,a6785dc3-726a-4944-9bb8-e53fdae380d4,0.884940411700975,54
944,Bill Cunliffe,"Cunliffe, Bill -  Satisfaction",A Connecticut Yankee -  My heart stood still,studio,"data/midi/studio/Bill Cunliffe/Cunliffe, Bill -  Satisfaction/A Connecticut Yankee -  My heart stood still.midi","data/audio/studio/Bill Cunliffe/Cunliffe, Bill -  Satisfaction/A Connecticut Yankee -  My heart stood still.mp3",https://www.youtube.com/watch?v=uFOQyNdMYzQ,259.464,0,259,train,ee8bc92e-a037-4d8f-ac1d-93e208d1cddf,7bf51e28-7d87-478a-8c2f-d2f1fd4d5398,192496f2-4ed5-4a52-9a94-5d2021ad9f22,4134c71c-ab18-3df8-9297-363618be04ae,54e1d53e-4391-4f23-928c-0580b947593e,0.9132,138
