artist,artist_id,track,track_duration,composer,composition_id,score_path,midi_path,youtube_links,quality,perf_id,album,album_date,repetition,split
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 11 in B Major: Allegretto",127.693,Sergei Rachmaninoff,6,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._11_in_B_Major:_Allegretto/00018.mid",https://www.youtube.com/watch?v=cex5UC7u60Y,,00018,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 11 in B Major: Allegretto",123.266,Sergei Rachmaninoff,6,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._11_in_B_Major:_Allegretto/00019.mid",https://www.youtube.com/watch?v=uJh4fKnBiwM,,00019,Rachmaninov: 24 Preludes; Piano Sonata No. 2,1995-01-01,,train
Sviatoslav Richter,0,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor: Allegro",141.666,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00025.mid",https://www.youtube.com/watch?v=p1asYfE4IcY,,00025,The Legendary 1958 Sofia Recital,2013-03-01,,test
Sviatoslav Richter,0,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor: Allegro",125.133,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00026.mid",https://www.youtube.com/watch?v=h5QtqZy_R3g,,00026,Richter in Budapest,2011-10-04,,validation
Vladimir Horowitz,2,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",182.32,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00028.mid",https://www.youtube.com/watch?v=ir4CKrPoVzM,,00028,"Vladimir Horowitz in Recital at Ambassador College, Pasadena, February 22, 1976",2015-12-11,,validation
Vladimir Horowitz,2,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",185.053,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00029.mid",https://www.youtube.com/watch?v=zWFF17Ohw4A,,00029,"Vladimir Horowitz in Recital at the Metropolitan Opera House, New York City, November 1, 1981",1982,,train
Vladimir Horowitz,2,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",187.84,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00030.mid",https://www.youtube.com/watch?v=M8pjYn91CMg,,00030,"Vladimir Horowitz in Recital at Paramount Theatre, Oakland, February 15, 1976",1976,,train
Vladimir Horowitz,2,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",183.586,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00031.mid",https://www.youtube.com/watch?v=MpotawEo8Tk,,00031,"Vladimir Horowitz in Recital at Academy of Music, Philadelphia, December 1, 1968",1971,,train
Vladimir Horowitz,2,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",179.386,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00032.mid",https://www.youtube.com/watch?v=dhXAQ3iKqvQ,,00032,"Vladimir Horowitz in Recital at Constitution Hall, Washington D.C., November 17, 1968",1971,,train
Vladimir Horowitz,2,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",180.533,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00033.mid",https://www.youtube.com/watch?v=ixdvE6-v04E,,00033,"Vladimir Horowitz in Recital at Yale University, New Haven, November 3, 1968",1971,,train
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor - Allegro",148.906,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00034.mid",https://www.youtube.com/watch?v=1AG6MFYMlAA,,00034,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor - Allegro",145.64,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00035.mid",https://www.youtube.com/watch?v=Mb0qplIwGY4,,00035,Rachmaninov: 24 Preludes; Piano Sonata No. 2,1995-01-01,,train
Hélène Grimaud,38,"Rachmaninov: 13 Preludes, Op. 32: No. 12 in G-Sharp Minor",174.306,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00037.mid",https://www.youtube.com/watch?v=TMw_57_83kk,,00037,The Collected Recordings of Hélène Grimaud,2006-07-03,,test
Nikolai Lugansky,41,"13 Preludes, Op. 32: No. 12. Allegro in G-Sharp Minor",155.906,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00038.mid",https://www.youtube.com/watch?v=mvHLmx2uAXc,,00038,Rachmaninov: 24 Preludes,2018-02-16,,train
Sviatoslav Richter,0,"Seven Preludes from Op. 32: No. 6 in F Minor, Allegro appassionato",82.826,Sergei Rachmaninoff,8,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._6_in_F_Minor:_Allegro_appassionato/00040.mid",https://www.youtube.com/watch?v=pH89nLBg51s,,00040,Richter plays Rachmaninoff,1971-04-01,,train
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 6 in F Minor: Allegro appassionato",84.8,Sergei Rachmaninoff,8,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._6_in_F_Minor:_Allegro_appassionato/00041.mid",https://www.youtube.com/watch?v=1AchVq_76y4,,00041,Rachmaninov: The Complete Recordings,2014-01-01,,test
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 6 in F Minor: Allegro appassionato",81.893,Sergei Rachmaninoff,8,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._6_in_F_Minor:_Allegro_appassionato/00042.mid",https://www.youtube.com/watch?v=bIUM90nUmsY,,00042,Rachmaninov: 24 Preludes; Piano Sonata No. 2,1995-01-01,,train
Sviatoslav Richter,0,"Seven Preludes from Op. 32: No. 10 in B Minor, Lento",325.0,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00046.mid",https://www.youtube.com/watch?v=aYM9Yl30XpE,,00046,Richter plays Rachmaninoff,1971-04-01,,train
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 10 in B Minor: Lento",360.666,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00048.mid",https://www.youtube.com/watch?v=qmXNL1Kk9Mw,,00048,Rachmaninov: The Complete Recordings,2014-01-01,,test
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 10 in B Minor: Lento",356.56,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00049.mid",https://www.youtube.com/watch?v=iusf9vlQZ8o,,00049,Favourite Rachmaninov,1992-08-01,,train
Valentina Lisitsa,42,13 Préludes op.32: No.10 in B minor: Lento - Live At The Royal Albert Hall/2012,335.76,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00050.mid",https://www.youtube.com/watch?v=4YmXtzaBzIY,high quality,00050,Valentina Lisitsa Live At The Royal Albert Hall,2012-01-01,,train
Yuja Wang,14,"Prelude in B Minor, Op. 32, No. 10 - Live at Philharmonie, Berlin / 2018",336.746,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00051.mid",https://www.youtube.com/watch?v=f0_gkxGsEXk,high quality,00051,"The Berlin Recital (Live at Philharmonie, Berlin / 2018)",2018-11-23,,train
Zoltán Kocsis,33,"Prelude in B minor, Op.32, No.10",332.0,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00052.mid",https://www.youtube.com/watch?v=7Po-BUHSZlU,,00052,Rachmaninov: Piano Sonata No.2/Etudes,1995-01-01,,test
Lazar Berman,47,"Prelude In B Minor, Op.32, No.10: Lento",337.0,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00053.mid",https://www.youtube.com/watch?v=y7jGZWq2Kdk,,00053,"Rachmaninov: ""Paganini"" Rhapsody; 6 Preludes; ""Corelli"" Variations",1998-01-01,,train
Lazar Berman,47,"Prelude In B Minor, Op.32, No.10: Lento",338.026,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00054.mid",https://www.youtube.com/watch?v=lCjla77tXHY,,00054,Rachmaninov: Moments Musicaux; Corelli Variations; Six Preludes,1975,,train
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 5 in G Major: Moderato",198.533,Sergei Rachmaninoff,10,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._5_in_G_Major:_Moderato/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._5_in_G_Major:_Moderato/00055.mid",https://www.youtube.com/watch?v=IZLBibO1nQc,,00055,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 3 in E Major: Allegro vivace",137.666,Sergei Rachmaninoff,11,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._3_in_E_Major:_Allegro_vivace/00056.mid",https://www.youtube.com/watch?v=yNFPfGE7CKo,,00056,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 3 in E Major: Allegro vivace",134.226,Sergei Rachmaninoff,11,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._3_in_E_Major:_Allegro_vivace/00057.mid",https://www.youtube.com/watch?v=k6xLmsVrUBA,,00057,Rachmaninov: 24 Preludes; Piano Sonata No. 2,1995-01-01,,train
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 9 in A Major: Allegro moderato",174.533,Sergei Rachmaninoff,12,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._9_in_A_Major/00062.mid",https://www.youtube.com/watch?v=AEp1TbERlBQ,,00062,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 9 in A Major: Allegro moderato",171.6,Sergei Rachmaninoff,12,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._9_in_A_Major/00063.mid",https://www.youtube.com/watch?v=9NlrBLei_g0,,00063,Rachmaninov: 24 Preludes; Piano Sonata No. 2,1995-01-01,,train
Zoltán Kocsis,33,"13 Preludes, Op. 32: No. 9 in A Major",175.8,Sergei Rachmaninoff,12,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._9_in_A_Major/00064.mid",https://www.youtube.com/watch?v=wxIbwrVttMI,,00064,"Kocsis, Zoltan: Kocsis in Concert (1973-1986)",2014-07-15,,train
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 8 in A Minor: Vivo",107.266,Sergei Rachmaninoff,13,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._8_in_A_Minor:_Vivo/00065.mid",https://www.youtube.com/watch?v=JhQ_Ko_pCg0,,00065,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 8 in A Minor: Vivo",102.84,Sergei Rachmaninoff,13,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._8_in_A_Minor:_Vivo/00066.mid",https://www.youtube.com/watch?v=Ds7IoT0LfB4,,00066,Rachmaninov: 24 Preludes; Piano Sonata No. 2,1995-01-01,,train
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 13 in D-Flat Major: Grave - Allegro - Grave",353.173,Sergei Rachmaninoff,14,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._13_in_D-Flat_Major:_Grave_-_Allegro_-_Grave/00067.mid",https://www.youtube.com/watch?v=5jtF8cDqmCI,,00067,"Rachmaninov: The Piano Concertos, etc.",1997-01-01,,train
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 13 in D-Flat Major: Grave - Allegro - Grave",348.96,Sergei Rachmaninoff,14,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._13_in_D-Flat_Major:_Grave_-_Allegro_-_Grave/00068.mid",https://www.youtube.com/watch?v=k9yTjlvPCXs,,00068,Rachmaninov: 24 Preludes; Piano Sonata No. 2,1995-01-01,,train
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 4 in E Minor: Allegro con brio",315.333,Sergei Rachmaninoff,15,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._4_in_E_Minor:_Allegro_con_brio/00069.mid",https://www.youtube.com/watch?v=M21bqOgwdYM,,00069,Rachmaninov: 24 Preludes; Piano Sonata No. 2,1995-01-01,,train
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 7 in F Major: Moderato",132.6,Sergei Rachmaninoff,16,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._7_in_F_Major/00074.mid",https://www.youtube.com/watch?v=oSS2lGoUaDw,,00074,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 7 in F Major: Moderato",128.226,Sergei Rachmaninoff,16,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._7_in_F_Major/00075.mid",https://www.youtube.com/watch?v=UxGSJ2KWzy0,,00075,Rachmaninov: 24 Preludes; Piano Sonata No. 2,1995-01-01,,train
Vladimir Ashkenazy,6,"Six Songs, Op.38: 3. Margaritki",141.16,Sergei Rachmaninoff,17,,"Sergei_Rachmaninoff/Six_Songs,_Op.38/3._Margaritki/00076.mid",https://www.youtube.com/watch?v=PsgSBLKW0MY,,00076,Rachmaninov: The Songs,1993-01-01,,train
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Theme,65.986,Sergei Rachmaninoff,18,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Theme/00077.mid,https://www.youtube.com/watch?v=BBIshBhIc2E,,00077,Rachmaninov: The Complete Recordings,2014-01-01,,train
Nikolai Lugansky,41,Rachmaninov : Variations on a Theme of Chopin Op.22 : I Thema,89.52,Sergei Rachmaninoff,18,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Theme/00078.mid,https://www.youtube.com/watch?v=WmTeZFe8Q9o,,00078,"Rachmaninov : Paganini, Corelli & Chopin Variations",2004-10-01,,train
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 20. Presto,62.893,Sergei Rachmaninoff,19,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_20._Presto/00079.mid,https://www.youtube.com/watch?v=qyGxKfV2WvM,,00079,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 10. Più vivo,28.093,Sergei Rachmaninoff,20,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_10._Più_vivo/00080.mid,https://www.youtube.com/watch?v=-SY0rP7TxAk,,00080,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 22. Maestoso,268.72,Sergei Rachmaninoff,21,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_22._Maestoso/00081.mid,https://www.youtube.com/watch?v=fYwNrOMamBc,,00081,Rachmaninov: The Complete Recordings,2014-01-01,,test
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 4.,50.626,Sergei Rachmaninoff,22,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_4./00082.mid,https://www.youtube.com/watch?v=6NEn_FZqyAk,,00082,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 13. Largo,67.613,Sergei Rachmaninoff,23,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_13._Largo/00083.mid,https://www.youtube.com/watch?v=g6qER8GbYJw,,00083,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 15. Allegro scherzando,76.56,Sergei Rachmaninoff,24,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_15._Allegro_scherzando/00084.mid,https://www.youtube.com/watch?v=urcUoYeuQWw,,00084,Rachmaninov: The Complete Recordings,2014-01-01,,validation
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 12. Moderato,130.919,Sergei Rachmaninoff,25,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_12._Moderato/00085.mid,https://www.youtube.com/watch?v=06V1rCfTvns,,00085,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 3.,17.0,Sergei Rachmaninoff,26,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_3./00086.mid,https://www.youtube.com/watch?v=_8sKMdb6EKE,,00086,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 19. Allegro vivace,71.973,Sergei Rachmaninoff,27,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_19._Allegro_vivace/00087.mid,https://www.youtube.com/watch?v=drOkK8OkVRI,,00087,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 17. Grave,74.186,Sergei Rachmaninoff,28,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_17._Grave/00088.mid,https://www.youtube.com/watch?v=eV0DkcmCAAI,,00088,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 9.,20.613,Sergei Rachmaninoff,29,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_9./00089.mid,https://www.youtube.com/watch?v=A1bd5RZsIW8,,00089,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 6. Meno mosso,59.746,Sergei Rachmaninoff,30,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_6._Meno_mosso/00090.mid,https://www.youtube.com/watch?v=YAzPaHMN3Fg,,00090,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 7. Allegro,17.44,Sergei Rachmaninoff,31,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_7._Allegro/00091.mid,https://www.youtube.com/watch?v=jX0v-W_BRw8,,00091,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 18. Più mosso,57.746,Sergei Rachmaninoff,32,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_18._Più_mosso/00092.mid,https://www.youtube.com/watch?v=w5cISBtYrK0,,00092,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 5: Meno mosso,30.106,Sergei Rachmaninoff,33,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_5:_Meno_mosso/00093.mid,https://www.youtube.com/watch?v=YRmE07yHBBY,,00093,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 21. Andante,173.186,Sergei Rachmaninoff,34,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_21._Andante/00094.mid,https://www.youtube.com/watch?v=d6ieouNgwVo,,00094,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 16. Lento,77.32,Sergei Rachmaninoff,35,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_16._Lento/00095.mid,https://www.youtube.com/watch?v=kxSr20_b29s,,00095,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 11. Lento,78.12,Sergei Rachmaninoff,36,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_11._Lento/00096.mid,https://www.youtube.com/watch?v=yHaMDLD5bwA,,00096,Rachmaninov: The Complete Recordings,2014-01-01,,train
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 2: Allegro,19.173,Sergei Rachmaninoff,37,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_2:_Allegro/00097.mid,https://www.youtube.com/watch?v=hyMkbHoobNs,,00097,Rachmaninov: The Complete Recordings,2014-01-01,,validation
